date,canton,temp_max,temp_min,precipitation,snowfall,snow_depth,weather_code,wind_speed,weather_condition,week,year
2023-08-18,SH,16.0,9.8,2.6,0.0,0.0,61,0.6,Rain,33,2023
2023-08-19,SH,15.0,4.5,1.3,0.0,0.0,61,2.9,Rain,33,2023
2023-08-20,SH,14.3,5.0,1.0,0.0,0.0,0,3.0,Clear sky,33,2023
2023-08-21,SH,10.3,5.7,2.5,0.0,0.0,61,27.4,Rain,34,2023
2023-08-22,SH,17.7,8.0,0.5,0.0,0.0,0,14.6,Clear sky,34,2023
2023-08-23,SH,23.5,17.5,0.8,0.0,0.0,0,5.1,Clear sky,34,2023
2023-08-24,SH,17.3,10.4,0.7,0.0,0.0,0,6.2,Clear sky,34,2023
2023-08-25,SH,12.8,6.2,0.1,0.0,0.0,0,9.9,Clear sky,34,2023
2023-08-26,SH,9.5,-0.9,3.1,0.0,0.0,61,5.3,Rain,34,2023
2023-08-27,SH,17.9,10.8,1.2,0.0,0.0,61,30.3,Rain,34,2023
2023-08-28,SH,14.3,2.8,1.2,0.0,0.0,61,8.2,Rain,35,2023
2023-08-29,SH,13.5,9.9,5.0,0.0,0.0,61,8.7,Rain,35,2023
2023-08-30,SH,14.7,6.6,3.2,0.0,0.0,61,6.1,Rain,35,2023
2023-08-31,SH,14.9,8.7,1.3,0.0,0.0,61,25.0,Rain,35,2023
2023-09-01,SH,8.4,-3.2,2.7,0.0,0.0,61,34.8,Rain,35,2023
2023-09-02,SH,7.2,-2.0,0.0,0.0,0.0,0,1.1,Clear sky,35,2023
2023-09-03,SH,4.4,-1.8,1.7,0.0,0.0,61,0.6,Rain,35,2023
2023-09-04,SH,9.4,3.3,0.6,0.0,0.0,0,9.8,Clear sky,36,2023
2023-09-05,SH,6.9,-4.7,1.2,0.0,0.0,61,3.7,Rain,36,2023
2023-09-06,SH,2.2,-8.2,1.6,0.0,0.0,61,18.2,Rain,36,2023
2023-09-07,SH,9.6,-1.2,0.4,0.0,0.0,0,10.0,Clear sky,36,2023
2023-09-08,SH,3.5,-4.8,4.8,0.0,0.0,61,0.9,Rain,36,2023
2023-09-09,SH,7.4,0.5,3.2,0.0,0.0,61,1.5,Rain,36,2023
2023-09-10,SH,5.6,-1.0,0.2,0.0,0.0,0,19.1,Clear sky,36,2023
2023-09-11,SH,11.8,4.0,0.2,0.0,0.0,0,4.4,Clear sky,37,2023
2023-09-12,SH,8.6,-0.2,5.7,0.0,0.0,61,11.3,Rain,37,2023
2023-09-13,SH,7.3,2.5,0.7,0.0,0.0,0,5.1,Clear sky,37,2023
2023-09-14,SH,10.4,0.0,2.6,0.0,0.0,61,8.0,Rain,37,2023
2023-09-15,SH,5.8,0.9,3.0,0.0,0.0,61,19.8,Rain,37,2023
2023-09-16,SH,6.6,1.7,0.7,0.0,0.0,0,0.7,Clear sky,37,2023
2023-09-17,SH,9.2,2.1,4.2,0.0,0.0,61,10.9,Rain,37,2023
2023-09-18,SH,2.3,-2.7,5.0,0.0,0.0,61,21.1,Rain,38,2023
2023-09-19,SH,7.2,-1.8,2.0,0.0,0.0,61,4.1,Rain,38,2023
2023-09-20,SH,8.6,3.5,1.3,0.0,0.0,61,17.5,Rain,38,2023
2023-09-21,SH,8.7,0.6,0.5,0.0,0.0,0,3.1,Clear sky,38,2023
2023-09-22,SH,10.5,2.5,2.2,0.0,0.0,61,0.8,Rain,38,2023
2023-09-23,SH,4.1,-1.4,0.2,0.0,0.0,0,8.5,Clear sky,38,2023
2023-09-24,SH,11.5,1.3,0.2,0.0,0.0,0,3.2,Clear sky,38,2023
2023-09-25,SH,13.5,2.0,2.4,0.0,0.0,61,3.5,Rain,39,2023
2023-09-26,SH,5.2,-2.0,1.1,0.0,0.0,61,6.1,Rain,39,2023
2023-09-27,SH,6.0,-1.0,0.3,0.0,0.0,0,6.8,Clear sky,39,2023
2023-09-28,SH,6.3,0.6,0.6,0.0,0.0,0,8.1,Clear sky,39,2023
2023-09-29,SH,5.8,-1.5,5.9,0.0,0.0,61,0.3,Rain,39,2023
2023-09-30,SH,7.6,-1.3,1.5,0.0,0.0,61,9.9,Rain,39,2023
2023-10-01,SH,0.5,-7.2,1.0,0.0,0.0,0,3.5,Clear sky,39,2023
2023-10-02,SH,6.6,-3.4,1.2,0.0,0.0,61,1.9,Rain,40,2023
2023-10-03,SH,-0.5,-6.7,4.2,0.0,0.0,71,3.1,Snow,40,2023
2023-10-04,SH,-1.5,-10.6,0.7,0.0,0.0,71,6.4,Snow,40,2023
2023-10-05,SH,-0.7,-6.9,1.0,0.0,0.0,71,1.8,Snow,40,2023
2023-10-06,SH,4.2,-6.8,0.8,0.0,0.0,0,19.1,Clear sky,40,2023
2023-10-07,SH,0.9,-8.9,5.2,0.0,0.0,61,7.3,Rain,40,2023
2023-10-08,SH,-5.2,-13.0,1.0,0.0,0.0,71,0.1,Snow,40,2023
2023-10-09,SH,1.9,-6.5,3.6,0.0,0.0,61,28.8,Rain,41,2023
2023-10-10,SH,-0.1,-6.2,0.9,0.0,0.0,71,12.5,Snow,41,2023
2023-10-11,SH,-5.1,-15.3,5.8,0.0,0.0,71,43.1,Snow,41,2023
2023-10-12,SH,1.3,-5.9,1.8,0.0,0.0,61,9.1,Rain,41,2023
2023-10-13,SH,-2.7,-11.2,0.0,0.0,0.0,0,0.9,Clear sky,41,2023
2023-10-14,SH,3.7,-3.5,0.0,0.0,0.0,0,7.9,Clear sky,41,2023
2023-10-15,SH,-0.0,-8.5,0.9,0.0,0.0,71,15.2,Snow,41,2023
2023-10-16,SH,-3.2,-10.0,1.0,0.0,0.0,71,3.8,Snow,42,2023
2023-10-17,SH,1.9,-6.8,1.4,0.0,0.0,61,7.0,Rain,42,2023
2023-10-18,SH,0.8,-4.5,1.8,0.0,0.0,61,2.5,Rain,42,2023
2023-10-19,SH,3.5,-5.0,1.3,0.0,0.0,61,2.0,Rain,42,2023
2023-10-20,SH,-0.6,-9.5,0.0,0.0,0.0,0,0.0,Clear sky,42,2023
2023-10-21,SH,-3.7,-10.1,0.0,0.0,0.0,0,9.2,Clear sky,42,2023
2023-10-22,SH,-3.2,-9.1,4.3,0.0,0.0,71,0.8,Snow,42,2023
2023-10-23,SH,3.1,-3.2,5.3,0.0,0.0,61,2.1,Rain,43,2023
2023-10-24,SH,-1.5,-8.9,1.7,0.0,0.0,71,3.3,Snow,43,2023
2023-10-25,SH,2.4,-6.2,1.2,0.0,0.0,61,8.5,Rain,43,2023
2023-10-26,SH,-0.6,-12.5,2.6,0.0,0.0,71,12.3,Snow,43,2023
2023-10-27,SH,-0.8,-8.5,6.4,0.0,0.0,71,6.5,Snow,43,2023
2023-10-28,SH,2.9,-5.2,1.4,0.0,0.0,61,57.9,Rain,43,2023
2023-10-29,SH,0.8,-7.3,0.6,0.0,0.0,0,10.0,Clear sky,43,2023
2023-10-30,SH,-5.5,-12.2,1.2,0.0,0.0,71,10.2,Snow,44,2023
2023-10-31,SH,1.8,-10.4,1.6,0.0,0.0,61,2.9,Rain,44,2023
2023-11-01,SH,0.3,-4.4,2.5,0.0,0.0,61,27.2,Rain,44,2023
2023-11-02,SH,-6.0,-14.4,2.7,0.0,0.0,71,6.9,Snow,44,2023
2023-11-03,SH,-4.7,-11.1,1.2,0.0,0.0,71,1.2,Snow,44,2023
2023-11-04,SH,-1.0,-11.5,6.2,0.0,0.0,71,16.7,Snow,44,2023
2023-11-05,SH,-5.8,-17.7,0.4,0.0,0.0,0,3.8,Clear sky,44,2023
2023-11-06,SH,-2.9,-11.1,1.1,0.0,0.0,71,2.2,Snow,45,2023
2023-11-07,SH,-3.2,-12.6,0.2,0.0,0.0,0,14.3,Clear sky,45,2023
2023-11-08,SH,-9.7,-13.6,1.9,0.0,0.0,71,3.4,Snow,45,2023
2023-11-09,SH,-4.4,-14.8,3.4,0.0,0.0,71,12.7,Snow,45,2023
2023-11-10,SH,-2.6,-14.0,1.6,0.0,0.0,71,13.6,Snow,45,2023
2023-11-11,SH,-9.4,-16.3,0.4,0.0,0.0,0,14.5,Clear sky,45,2023
2023-11-12,SH,-6.3,-15.2,1.3,0.0,0.0,71,9.0,Snow,45,2023
2023-11-13,SH,-2.3,-8.9,1.3,0.0,0.0,71,23.6,Snow,46,2023
2023-11-14,SH,0.5,-6.1,1.7,0.0,0.0,61,4.4,Rain,46,2023
2023-11-15,SH,-9.4,-18.1,2.6,0.0,0.0,71,0.2,Snow,46,2023
2023-11-16,SH,0.2,-6.3,3.0,0.0,0.0,61,8.5,Rain,46,2023
2023-11-17,SH,-9.9,-18.8,2.1,0.0,0.0,71,3.4,Snow,46,2023
2023-11-18,SH,-8.0,-17.8,1.8,0.0,0.0,71,6.6,Snow,46,2023
2023-11-19,SH,-2.6,-11.4,1.1,0.0,0.0,71,6.7,Snow,46,2023
2023-11-20,SH,-3.0,-12.8,3.3,0.0,0.0,71,12.8,Snow,47,2023
2023-11-21,SH,-5.0,-11.1,3.9,0.0,0.0,71,8.9,Snow,47,2023
2023-11-22,SH,-3.8,-13.1,2.8,0.0,0.0,71,0.7,Snow,47,2023
2023-11-23,SH,-1.7,-14.0,0.3,0.0,0.0,0,5.0,Clear sky,47,2023
2023-11-24,SH,-1.3,-7.9,0.5,0.0,0.0,0,2.5,Clear sky,47,2023
2023-11-25,SH,-10.9,-16.0,3.2,0.0,0.0,71,0.2,Snow,47,2023
2023-11-26,SH,-5.8,-15.3,3.1,0.0,0.0,71,7.3,Snow,47,2023
2023-11-27,SH,-6.4,-11.5,0.2,0.0,0.0,0,1.3,Clear sky,48,2023
2023-11-28,SH,-6.2,-16.0,0.6,0.0,0.0,71,12.0,Snow,48,2023
2023-11-29,SH,-2.2,-5.7,3.6,0.0,0.0,71,6.1,Snow,48,2023
2023-11-30,SH,-4.0,-13.9,0.8,0.0,0.0,71,9.1,Snow,48,2023
2023-12-01,SH,-5.9,-14.4,2.4,17.8,0.0,71,8.8,Snow,48,2023
2023-12-02,SH,-10.1,-20.2,4.9,10.6,0.0,71,3.9,Snow,48,2023
2023-12-03,SH,-2.2,-8.5,1.8,3.7,0.0,71,6.3,Snow,48,2023
2023-12-04,SH,-6.1,-12.3,1.3,0.1,0.0,71,4.7,Snow,49,2023
2023-12-05,SH,0.8,-7.8,5.3,1.7,0.0,61,1.2,Rain,49,2023
2023-12-06,SH,-8.8,-20.5,1.7,2.1,0.0,71,6.1,Snow,49,2023
2023-12-07,SH,-5.6,-12.1,2.0,0.1,0.0,71,8.5,Snow,49,2023
2023-12-08,SH,-9.0,-16.5,0.8,1.9,0.0,71,13.1,Snow,49,2023
2023-12-09,SH,-12.2,-22.7,0.1,3.1,0.0,0,23.2,Clear sky,49,2023
2023-12-10,SH,-6.1,-16.0,2.1,0.9,0.0,71,5.1,Snow,49,2023
2023-12-11,SH,-8.6,-15.8,1.1,3.8,0.0,71,4.2,Snow,50,2023
2023-12-12,SH,-7.4,-16.0,0.3,11.2,0.0,0,2.2,Clear sky,50,2023
2023-12-13,SH,-7.9,-18.1,2.3,0.2,0.0,71,19.6,Snow,50,2023
2023-12-14,SH,-4.9,-12.7,2.4,16.3,0.0,71,6.8,Snow,50,2023
2023-12-15,SH,-8.2,-16.3,0.1,5.4,0.0,0,1.9,Clear sky,50,2023
2023-12-16,SH,-2.2,-10.8,0.4,3.2,0.0,0,0.2,Clear sky,50,2023
2023-12-17,SH,-3.7,-9.0,0.0,0.3,0.0,0,5.7,Clear sky,50,2023
2023-12-18,SH,-5.9,-14.2,2.5,4.7,0.0,71,14.6,Snow,51,2023
2023-12-19,SH,-7.2,-14.8,2.0,0.5,0.0,71,16.4,Snow,51,2023
2023-12-20,SH,-4.6,-10.9,6.0,2.5,0.0,71,7.9,Snow,51,2023
2023-12-21,SH,-7.5,-16.3,8.4,2.2,0.0,71,10.9,Snow,51,2023
2023-12-22,SH,-7.3,-16.4,7.6,2.9,0.0,71,4.6,Snow,51,2023
2023-12-23,SH,-5.8,-14.7,2.4,4.2,0.0,71,13.8,Snow,51,2023
2023-12-24,SH,-9.7,-21.0,2.7,1.2,0.0,71,7.1,Snow,51,2023
2023-12-25,SH,-5.9,-15.7,0.3,7.1,0.0,0,16.3,Clear sky,52,2023
2023-12-26,SH,-3.2,-8.6,4.1,3.4,0.0,71,27.9,Snow,52,2023
2023-12-27,SH,-4.8,-14.6,8.7,12.8,0.0,71,4.0,Snow,52,2023
2023-12-28,SH,-12.5,-21.7,0.0,8.3,0.0,0,6.3,Clear sky,52,2023
2023-12-29,SH,-7.7,-13.9,0.8,3.5,0.0,71,3.2,Snow,52,2023
2023-12-30,SH,-10.0,-16.9,2.3,0.7,0.0,71,2.8,Snow,52,2023
2023-12-31,SH,-3.2,-7.5,1.2,4.9,0.0,71,42.3,Snow,52,2023
2024-01-01,SH,-9.1,-15.8,4.3,1.2,1.0,71,0.3,Snow,1,2024
2024-01-02,SH,1.1,-5.5,1.0,0.3,0.0,0,13.8,Clear sky,1,2024
2024-01-03,SH,-0.8,-11.2,0.1,6.3,6.0,0,9.1,Clear sky,1,2024
2024-01-04,SH,-1.4,-8.4,4.8,1.3,7.0,71,0.0,Snow,1,2024
2024-01-05,SH,-7.2,-12.0,5.8,3.3,10.0,71,22.3,Snow,1,2024
2024-01-06,SH,-4.1,-10.3,0.9,0.5,11.0,71,1.9,Snow,1,2024
2024-01-07,SH,-6.4,-18.7,0.3,3.7,15.0,0,13.4,Clear sky,1,2024
2024-01-08,SH,-5.1,-11.0,1.8,19.0,34.0,71,1.1,Snow,2,2024
2024-01-09,SH,-12.5,-23.9,0.2,2.5,36.0,0,0.4,Clear sky,2,2024
2024-01-10,SH,-5.8,-13.3,3.6,7.9,44.0,71,3.9,Snow,2,2024
2024-01-11,SH,-0.2,-7.1,0.5,0.0,44.0,71,5.3,Snow,2,2024
2024-01-12,SH,-5.6,-13.7,1.8,4.4,48.0,71,7.3,Snow,2,2024
2024-01-13,SH,-8.2,-18.9,1.4,16.6,65.0,71,24.3,Snow,2,2024
2024-01-14,SH,-7.0,-16.1,10.7,3.2,68.0,71,7.1,Snow,2,2024
2024-01-15,SH,-9.5,-15.2,1.2,0.5,69.0,71,4.9,Snow,3,2024
2024-01-16,SH,-4.1,-12.7,2.0,3.6,72.0,71,21.6,Snow,3,2024
2024-01-17,SH,-5.2,-18.3,0.3,16.3,89.0,0,12.1,Clear sky,3,2024
2024-01-18,SH,-4.8,-12.9,4.2,6.9,95.0,71,18.8,Snow,3,2024
2024-01-19,SH,-5.2,-16.7,1.6,10.7,106.0,71,5.4,Snow,3,2024
2024-01-20,SH,-1.3,-8.0,0.5,9.2,115.0,71,0.2,Snow,3,2024
2024-01-21,SH,-7.4,-14.8,1.2,2.0,117.0,71,24.7,Snow,3,2024
2024-01-22,SH,-0.7,-9.8,0.9,1.8,119.0,71,5.3,Snow,4,2024
2024-01-23,SH,-5.7,-15.8,4.3,1.0,120.0,71,3.7,Snow,4,2024
2024-01-24,SH,-2.6,-8.4,1.5,10.2,130.0,71,2.1,Snow,4,2024
2024-01-25,SH,0.8,-7.7,5.5,4.6,133.0,61,6.7,Rain,4,2024
2024-01-26,SH,-2.5,-8.4,1.2,7.5,140.0,71,1.3,Snow,4,2024
2024-01-27,SH,-5.6,-13.5,0.4,10.0,150.0,0,15.3,Clear sky,4,2024
2024-01-28,SH,-2.4,-9.9,0.5,11.3,162.0,0,12.6,Clear sky,4,2024
2024-01-29,SH,-7.3,-15.2,1.9,8.0,170.0,71,2.1,Snow,5,2024
2024-01-30,SH,-0.7,-7.8,5.6,8.6,178.0,71,7.0,Snow,5,2024
2024-01-31,SH,-5.5,-12.7,0.6,1.0,179.0,71,6.8,Snow,5,2024
2024-02-01,SH,6.8,-1.3,0.1,0.0,177.0,0,5.5,Clear sky,5,2024
2024-02-02,SH,1.7,-3.5,1.2,3.9,179.0,61,1.2,Rain,5,2024
2024-02-03,SH,-0.3,-6.4,2.6,13.6,193.0,71,2.2,Snow,5,2024
2024-02-04,SH,-2.9,-10.9,2.5,15.8,209.0,71,5.9,Snow,5,2024
2024-02-05,SH,3.5,-4.5,0.5,0.0,207.0,0,4.2,Clear sky,6,2024
2024-02-06,SH,4.6,-4.9,0.0,0.0,205.0,0,18.8,Clear sky,6,2024
2024-02-07,SH,-0.4,-7.2,0.4,4.5,209.0,0,1.3,Clear sky,6,2024
2024-02-08,SH,1.5,-9.5,0.4,0.4,207.0,0,14.7,Clear sky,6,2024
2024-02-09,SH,-4.3,-14.5,1.6,5.4,213.0,71,2.8,Snow,6,2024
2024-02-10,SH,-3.5,-13.3,2.6,27.8,241.0,71,13.3,Snow,6,2024
2024-02-11,SH,0.7,-6.3,0.6,3.2,242.0,0,3.7,Clear sky,6,2024
2024-02-12,SH,-3.2,-13.8,1.0,4.9,247.0,71,22.4,Snow,7,2024
2024-02-13,SH,6.2,-2.0,10.9,0.0,245.0,61,2.6,Rain,7,2024
2024-02-14,SH,7.8,5.0,5.2,0.0,243.0,61,1.3,Rain,7,2024
2024-02-15,SH,-5.2,-15.4,0.1,7.8,251.0,0,18.3,Clear sky,7,2024
2024-02-16,SH,-4.0,-13.3,0.5,4.0,255.0,0,2.1,Clear sky,7,2024
2024-02-17,SH,2.3,-5.3,0.4,0.0,253.0,0,62.1,Clear sky,7,2024
2024-02-18,SH,5.3,1.2,0.6,0.0,251.0,0,0.5,Clear sky,7,2024
2024-02-19,SH,-3.4,-10.6,3.1,1.7,252.0,71,14.1,Snow,8,2024
2024-02-20,SH,0.2,-7.0,0.8,10.2,260.0,0,9.1,Clear sky,8,2024
2024-02-21,SH,-0.8,-8.3,4.2,0.0,260.0,71,18.5,Snow,8,2024
2024-02-22,SH,0.5,-9.1,1.7,1.9,260.0,61,2.8,Rain,8,2024
2024-02-23,SH,5.6,-4.2,0.6,0.0,258.0,0,3.4,Clear sky,8,2024
2024-02-24,SH,3.5,-3.1,0.8,0.0,256.0,0,15.6,Clear sky,8,2024
2024-02-25,SH,2.0,-7.6,1.0,13.5,268.0,0,4.3,Clear sky,8,2024
2024-02-26,SH,0.2,-11.8,2.7,2.0,268.0,61,4.0,Rain,9,2024
2024-02-27,SH,2.0,-8.5,3.4,0.0,266.0,61,21.9,Rain,9,2024
2024-02-28,SH,-1.7,-11.1,0.7,0.7,267.0,71,21.1,Snow,9,2024
2024-02-29,SH,1.4,-5.3,2.7,2.3,267.0,61,2.1,Rain,9,2024
2024-03-01,SH,13.1,3.3,1.5,0.0,265.0,61,14.7,Rain,9,2024
2024-03-02,SH,7.8,-1.6,0.6,0.0,263.0,0,17.4,Clear sky,9,2024
2024-03-03,SH,11.4,2.6,0.3,0.0,261.0,0,0.8,Clear sky,9,2024
2024-03-04,SH,9.5,3.0,0.4,0.0,259.0,0,0.0,Clear sky,10,2024
2024-03-05,SH,8.3,-0.8,4.6,0.0,257.0,61,9.3,Rain,10,2024
2024-03-06,SH,12.6,6.3,0.1,0.0,255.0,0,17.4,Clear sky,10,2024
2024-03-07,SH,10.9,5.2,3.4,0.0,253.0,61,12.3,Rain,10,2024
2024-03-08,SH,5.4,-2.6,0.7,0.0,251.0,0,0.1,Clear sky,10,2024
2024-03-09,SH,4.3,-4.9,0.6,0.0,249.0,0,8.7,Clear sky,10,2024
2024-03-10,SH,5.7,-6.6,0.1,0.0,247.0,0,27.1,Clear sky,10,2024
2024-03-11,SH,3.2,-3.4,4.2,0.0,245.0,61,4.8,Rain,11,2024
2024-03-12,SH,5.2,-4.6,1.9,0.0,243.0,61,15.6,Rain,11,2024
2024-03-13,SH,10.1,3.8,1.1,0.0,241.0,61,2.4,Rain,11,2024
2024-03-14,SH,8.5,0.7,0.1,0.0,239.0,0,7.9,Clear sky,11,2024
2024-03-15,SH,8.7,-0.9,1.4,0.0,237.0,61,4.3,Rain,11,2024
2024-03-16,SH,5.4,-1.4,0.7,0.0,235.0,0,6.4,Clear sky,11,2024
2024-03-17,SH,11.2,6.7,3.9,0.0,233.0,61,12.1,Rain,11,2024
2024-03-18,SH,5.4,-8.6,2.4,0.0,231.0,61,6.1,Rain,12,2024
2024-03-19,SH,7.5,-0.8,1.5,0.0,229.0,61,2.4,Rain,12,2024
2024-03-20,SH,14.3,4.5,2.1,0.0,227.0,61,1.4,Rain,12,2024
2024-03-21,SH,8.7,2.5,1.2,0.0,225.0,61,1.8,Rain,12,2024
2024-03-22,SH,4.7,-1.4,4.2,0.0,223.0,61,7.8,Rain,12,2024
2024-03-23,SH,9.8,4.1,0.1,0.0,221.0,0,9.3,Clear sky,12,2024
2024-03-24,SH,8.5,1.8,1.0,0.0,219.0,0,16.9,Clear sky,12,2024
2024-03-25,SH,13.3,5.8,3.7,0.0,217.0,61,5.0,Rain,13,2024
2024-03-26,SH,14.5,3.3,1.7,0.0,215.0,61,0.6,Rain,13,2024
2024-03-27,SH,9.9,1.3,6.2,0.0,213.0,61,3.4,Rain,13,2024
2024-03-28,SH,7.7,-2.4,4.8,0.0,211.0,61,25.6,Rain,13,2024
2024-03-29,SH,8.2,-0.8,0.1,0.0,209.0,0,25.2,Clear sky,13,2024
2024-03-30,SH,7.4,3.2,0.4,0.0,207.0,0,0.6,Clear sky,13,2024
2024-03-31,SH,4.1,-0.1,0.1,0.0,205.0,0,24.6,Clear sky,13,2024
2024-04-01,SH,8.8,-0.3,0.2,0.0,203.0,0,7.4,Clear sky,14,2024
2024-04-02,SH,17.6,8.8,0.8,0.0,201.0,0,1.1,Clear sky,14,2024
2024-04-03,SH,17.7,9.3,0.9,0.0,199.0,0,3.0,Clear sky,14,2024
2024-04-04,SH,16.7,5.1,0.6,0.0,197.0,0,55.5,Clear sky,14,2024
2024-04-05,SH,16.8,10.0,0.1,0.0,195.0,0,3.2,Clear sky,14,2024
2024-04-06,SH,11.9,2.0,0.1,0.0,193.0,0,42.2,Clear sky,14,2024
2024-04-07,SH,12.6,5.8,2.3,0.0,191.0,61,1.3,Rain,14,2024
2024-04-08,SH,13.8,5.6,1.1,0.0,189.0,61,5.6,Rain,15,2024
2024-04-09,SH,12.6,2.5,3.3,0.0,187.0,61,23.1,Rain,15,2024
2024-04-10,SH,13.9,5.7,0.5,0.0,185.0,0,1.3,Clear sky,15,2024
2024-04-11,SH,18.3,12.6,1.6,0.0,183.0,61,4.8,Rain,15,2024
2024-04-12,SH,11.4,5.0,1.9,0.0,181.0,61,8.8,Rain,15,2024
2024-04-13,SH,17.4,10.9,0.4,0.0,179.0,0,2.5,Clear sky,15,2024
2024-04-14,SH,20.2,13.8,5.8,0.0,177.0,61,10.3,Rain,15,2024
2024-04-15,SH,16.3,7.2,6.3,0.0,175.0,61,0.6,Rain,16,2024
2024-04-16,SH,19.7,14.0,0.0,0.0,173.0,0,1.9,Clear sky,16,2024
2024-04-17,SH,13.1,6.6,7.5,0.0,171.0,61,4.6,Rain,16,2024
2024-04-18,SH,16.3,7.5,1.7,0.0,169.0,61,0.0,Rain,16,2024
2024-04-19,SH,15.4,6.2,3.8,0.0,167.0,61,18.0,Rain,16,2024
2024-04-20,SH,9.6,1.1,2.0,0.0,165.0,61,2.9,Rain,16,2024
2024-04-21,SH,12.1,5.6,2.1,0.0,163.0,61,15.1,Rain,16,2024
2024-04-22,SH,10.8,7.2,0.1,0.0,161.0,0,1.6,Clear sky,17,2024
2024-04-23,SH,14.1,4.6,0.7,0.0,159.0,0,8.6,Clear sky,17,2024
2024-04-24,SH,16.3,9.1,5.1,0.0,157.0,61,3.0,Rain,17,2024
2024-04-25,SH,20.4,12.1,3.0,0.0,155.0,61,10.1,Rain,17,2024
2024-04-26,SH,13.6,7.3,0.8,0.0,153.0,0,3.6,Clear sky,17,2024
2024-04-27,SH,16.7,7.8,1.2,0.0,151.0,61,14.5,Rain,17,2024
2024-04-28,SH,22.6,15.3,0.1,0.0,149.0,0,9.4,Clear sky,17,2024
2024-04-29,SH,17.3,12.4,3.4,0.0,147.0,61,12.1,Rain,18,2024
2024-04-30,SH,9.4,0.5,4.7,0.0,145.0,61,6.7,Rain,18,2024
2024-05-01,SH,20.0,10.2,4.4,0.0,143.0,61,2.7,Rain,18,2024
2024-05-02,SH,20.3,14.0,2.2,0.0,141.0,61,8.7,Rain,18,2024
2024-05-03,SH,22.9,17.9,0.3,0.0,139.0,0,24.4,Clear sky,18,2024
2024-05-04,SH,25.2,16.9,3.2,0.0,137.0,61,33.6,Rain,18,2024
2024-05-05,SH,16.7,6.7,0.7,0.0,135.0,0,2.6,Clear sky,18,2024
2024-05-06,SH,21.9,14.3,1.5,0.0,133.0,61,1.3,Rain,19,2024
2024-05-07,SH,22.1,15.3,1.8,0.0,131.0,61,22.0,Rain,19,2024
2024-05-08,SH,23.4,14.3,2.9,0.0,129.0,61,4.1,Rain,19,2024
2024-05-09,SH,20.8,11.7,0.7,0.0,127.0,0,3.0,Clear sky,19,2024
2024-05-10,SH,17.4,11.6,2.8,0.0,125.0,61,5.8,Rain,19,2024
2024-05-11,SH,21.9,14.5,1.4,0.0,123.0,61,12.3,Rain,19,2024
2024-05-12,SH,19.8,8.6,3.2,0.0,121.0,61,38.8,Rain,19,2024
2024-05-13,SH,20.7,10.7,1.6,0.0,119.0,61,31.8,Rain,20,2024
2024-05-14,SH,21.9,12.4,0.2,0.0,117.0,0,0.2,Clear sky,20,2024
2024-05-15,SH,20.5,13.2,1.9,0.0,115.0,61,3.8,Rain,20,2024
2024-05-16,SH,14.5,3.9,5.3,0.0,113.0,61,50.5,Rain,20,2024
2024-05-17,SH,24.5,18.3,1.4,0.0,111.0,61,7.5,Rain,20,2024
2024-05-18,SH,21.5,12.8,4.2,0.0,109.0,61,1.2,Rain,20,2024
2024-05-19,SH,18.2,8.4,2.4,0.0,107.0,61,4.6,Rain,20,2024
2024-05-20,SH,22.6,11.5,1.0,0.0,105.0,61,1.3,Rain,21,2024
2024-05-21,SH,21.0,11.9,0.2,0.0,103.0,0,19.8,Clear sky,21,2024
2024-05-22,SH,21.2,12.8,2.1,0.0,101.0,61,8.4,Rain,21,2024
2024-05-23,SH,24.3,18.3,0.7,0.0,99.0,0,0.5,Clear sky,21,2024
2024-05-24,SH,15.5,6.1,2.5,0.0,97.0,61,61.3,Rain,21,2024
2024-05-25,SH,17.6,5.5,2.0,0.0,95.0,61,18.8,Rain,21,2024
2024-05-26,SH,18.2,6.2,6.7,0.0,93.0,61,3.1,Rain,21,2024
2024-05-27,SH,19.4,8.6,11.2,0.0,91.0,61,2.5,Rain,22,2024
2024-05-28,SH,27.4,17.8,3.6,0.0,89.0,61,34.1,Rain,22,2024
2024-05-29,SH,23.0,14.6,0.4,0.0,87.0,0,20.1,Clear sky,22,2024
2024-05-30,SH,17.5,9.2,1.4,0.0,85.0,61,3.7,Rain,22,2024
2024-05-31,SH,26.0,17.0,0.9,0.0,83.0,0,0.7,Clear sky,22,2024
2024-06-01,SH,22.2,14.9,0.6,0.0,81.0,0,18.2,Clear sky,22,2024
2024-06-02,SH,25.4,19.1,7.3,0.0,79.0,61,10.3,Rain,22,2024
2024-06-03,SH,23.4,16.0,0.9,0.0,77.0,0,11.8,Clear sky,23,2024
2024-06-04,SH,23.3,20.0,0.6,0.0,75.0,0,5.9,Clear sky,23,2024
2024-06-05,SH,23.0,16.4,3.6,0.0,73.0,61,21.3,Rain,23,2024
2024-06-06,SH,23.0,15.2,1.5,0.0,71.0,61,11.5,Rain,23,2024
2024-06-07,SH,24.1,15.4,2.8,0.0,69.0,61,6.5,Rain,23,2024
2024-06-08,SH,19.8,8.8,1.0,0.0,67.0,0,16.9,Clear sky,23,2024
2024-06-09,SH,21.5,14.4,3.8,0.0,65.0,61,5.3,Rain,23,2024
2024-06-10,SH,18.8,14.1,0.5,0.0,63.0,0,3.1,Clear sky,24,2024
